"company","title","location","job_url","job_type","site","date_posted"
"CompuGroup Medical","Senior Data Engineer (m/f/d)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=742a5e0bd7d19d78","fulltime","indeed","2026-04-17"
"gematik gmbh","DevOps Engineer:in (all genders)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=3f36e0851912dfff","parttime","indeed","2026-04-17"
"United Internet","(Senior) Network Engineer (Core Network / IP/MPLS) (w/m/d)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=782dc6119b7a54ca","fulltime","indeed","2026-04-17"
"Mollie B.V.","Staff Application Engineer","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=99fd3263089441a6","fulltime","indeed","2026-04-17"
"InCycling GmbH","Software Engineer Java (w/m/d)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4400833938","","linkedin","2026-04-17"
"Juvigo GmbH","Backend Software Engineer (m/f/x)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4400836484","","linkedin","2026-04-17"
"SAP","Senior Backend Developer - Java/Kotlin at SAP Signavio FIT Collaborators (m/w/d)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=d63c4fa2a9b5ff1b","fulltime","indeed","2026-04-17"
"Air Apps","QA Engineer","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=b8dd934379d23f51","fulltime","indeed","2026-04-17"
"Air Apps","Quality Assurance Analyst, Berlin","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=a8e5033e3fa3d381","fulltime","indeed","2026-04-17"
"Deutsche Bank","Service Reliability Engineer (f/m/x) – AFC Technology","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=e54a64270f7ce41d","fulltime","indeed","2026-04-17"
"Air Apps","Release Engineer","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=391bd939820a71fb","fulltime","indeed","2026-04-17"
"Air Apps","Site Reliability Engineer (SRE)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=9ec3a9a123139680","fulltime","indeed","2026-04-17"
"Operational Dynamics","Senior Platform Manager*in","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=36af556e44e03cbf","fulltime","indeed","2026-04-17"
"Climate Analytics","Senior DevOps Consultant (f/m/d)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=9a90d3119c587054","fulltime","indeed","2026-04-17"
"mund consulting AG","Senior Infrastructure Engineer – Cloud Migration / Output- & Dokumentenmanagement 98% remote ID02401","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=3e84e505a65865ff","","indeed","2026-04-17"
"Mirantus Health","Senior DevOps Engineer","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4400822767","","linkedin","2026-04-17"
"deepset, makers of Haystack","Site Reliability Engineer","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4400835029","","linkedin","2026-04-17"
"Findr","Site Reliability Engineer (SRE) – Kubernetes/Platform - Berlin - €110,000–120,000","Berlin, Germany","https://www.linkedin.com/jobs/view/4403453378","","linkedin","2026-04-17"
"DATAGROUP Enterprise","Dev Ops Engineer (all genders)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4402734934","","linkedin","2026-04-17"
"Parloa","Forward Deployed Engineer, DevOps","Berlin, Germany","https://www.linkedin.com/jobs/view/4403483527","","linkedin","2026-04-17"
"deepset GmbH","Site Reliability Engineer","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=1ce8d1c41a4d5e0f","fulltime","indeed","2026-04-17"
"Patronus Group - RR Technologies GmbH","Technical Product Manager - Operations & Integrations (m/f/x) - Berlin","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=537f5eb5e2e4b596","","indeed","2026-04-17"
"Rulemapping","Legal Engineer (d/w/m)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=275295be3ceb0bff","fulltime","indeed","2026-04-17"
"Payrails","Solutions Engineer","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=12472e9e4f7eee2f","fulltime","indeed","2026-04-17"
"Enpal","Hardware Engineer (AC Electronics) (w/m/d)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=806f79e7a37875c7","fulltime","indeed","2026-04-17"
"Cosuno Ventures GmbH","Senior AI Engineer","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=b34345f370a2f95d","fulltime","indeed","2026-04-17"
"Tesla","Thermal Engineer, Vehicle Design Engineering (m/w/d) Berlin, Germany","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=33e9f4d7122ed5f0","fulltime","indeed","2026-04-17"
"","Mitarbeiter Technischer Support (m/w/d) – eHealth / Telematikinfrastruktur (2nd Level)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=0867f913be9ba08d","","indeed","2026-04-17"
"DATAGROUP SE","Dev Ops Engineer (all genders)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=19c93328563565f5","","indeed","2026-04-17"
"GE Vernova","Control & Protection System Engineering Leader Germany (m/f/d)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=3ec568b1295bff67","fulltime","indeed","2026-04-17"
"Vay","Senior Systems & Safety Engineer","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=b7211b1501d873ab","","indeed","2026-04-17"
"Mister Spex","Senior Fullstack Developer (m/w/d)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=698a846349440a79","fulltime","indeed","2026-04-17"
"Epikur Software GmbH & Co. KG","Mitarbeiter Technischer Support (m/w/d) – eHealth / Telematikinfrastruktur (2nd Level)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=a3f2531f6055f026","fulltime","indeed","2026-04-17"
"eClear | borderfree","Senior System Engineer (m/f/d) - Making IT work seamlessly","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4400840269","","linkedin","2026-04-17"
"Widen the Net | B Corp™","Manufacturing System Engineer","Berlin, Germany","https://www.linkedin.com/jobs/view/4403476648","","linkedin","2026-04-17"
"Blacklane","System Administrator","Berlin, Germany","https://www.linkedin.com/jobs/view/4403447310","","linkedin","2026-04-17"
"CompuSafe Data Systems AG","IT Network Security Engineer","Berlin, Germany","https://www.linkedin.com/jobs/view/4403422136","","linkedin","2026-04-17"
"Instaffo","IT-Systemadministrator - Network Engineer 2nd Level (m/w/d)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4391535251","","linkedin","2026-04-17"
"]init[ - Services for the eSociety","Senior System Engineer (all genders)","Berlin, Germany","https://www.linkedin.com/jobs/view/4402370223","","linkedin","2026-04-17"
"A11","Senior Backend Engineer (m/f/d)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=64211be1da5b3b6b","","indeed","2026-04-17"
"FinMent","Junior PHP Full Stack Developer (m/w/d)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4400834222","","linkedin","2026-04-17"
"Almedia","Backend Engineer (FastAPI)","Berlin, Germany","https://www.linkedin.com/jobs/view/4381487971","","linkedin","2026-04-17"
"FinMent GmbH","PHP Full Stack Developer (m/w/d)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=24c9210ef04cb778","","indeed","2026-04-17"
"FinMent","PHP Full Stack Developer (m/w/d)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4400841085","","linkedin","2026-04-17"
"nebenan.de","Mid-Level Front End Engineer [AdTech focus] (f/m/d)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4400833590","","linkedin","2026-04-17"
"MOIA GmbH","(Senior) Quality Specialist (System Testing)- Pre‑Integration and Testing Team (m/f/d)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=a9aa41467930b30b","","indeed","2026-04-17"
"Mindrift","Freelance Data Science Engineer (Python & SQL)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4403406906","","linkedin","2026-04-17"
"Mercor","Software Engineer – Software Dev","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4402128311","","linkedin","2026-04-16"
"dreifach.ai","Junior GenAI Entwickler:in, remote (m/w/d)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4402120106","","linkedin","2026-04-16"
"Zeeg","AI & Venture Development Tech Intern (w/m/d)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4400191258","","linkedin","2026-04-16"
"Air Apps","QA Automation Engineer","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=d3e1e6b3024207c5","fulltime","indeed","2026-04-16"
"Air Apps","Backend Engineer, Berlin","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=7794d36b4a78c8fd","fulltime","indeed","2026-04-16"
"Air Apps","Backend QA Engineer, Berlin","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=1acdc6c2af577748","fulltime","indeed","2026-04-16"
"IBM iX","Angular Developer (w/m/x)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=14e553293d9621c1","fulltime","indeed","2026-04-16"
"]init[ - Services for the eSociety","Low Code Developer (all genders)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4400189209","","linkedin","2026-04-16"
"Air Apps","DevOps Engineer Mobile","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=e770e34edb76beab","fulltime","indeed","2026-04-16"
"Air Apps","DevOps Engineer Backend","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=30aa347dda81174e","fulltime","indeed","2026-04-16"
"Rulemapping","(Senior) DevOps Engineer (d/w/m)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=5dcdd9f04063ab82","fulltime","indeed","2026-04-16"
"Yepoda","DevOps (Mid-level) (m/f/d)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=4138f1ec55737dff","fulltime","indeed","2026-04-16"
"Reflow","DevOps & Security Engineer","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4403104383","","linkedin","2026-04-16"
"Tenth Revolution Group","(Senior) DevOps Engineer","Berlin, Germany","https://www.linkedin.com/jobs/view/4400422577","","linkedin","2026-04-16"
"Rulemapping Group","(Senior) DevOps Engineer (d/w/m)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4400196354","","linkedin","2026-04-16"
"Instaffo","DevOps / Infrastructure Engineer","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4402666386","","linkedin","2026-04-16"
"Forto","Senior Site Reliability Engineer","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4400445152","","linkedin","2026-04-16"
"Personio","Collaboration Systems Engineer (d/f/m)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4400407992","","linkedin","2026-04-16"
"Deutsche Rentenversicherung","Anwendungsentwickler*in","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=36cc29a851875989","parttime, fulltime","indeed","2026-04-16"
"SAP","Junior Full-Stack Engineer (f/m/d)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4402122861","","linkedin","2026-04-16"
"N26","Backend Engineer - Acquire","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4390622086","","linkedin","2026-04-16"
"Digital Waffle","Back End Developer","Berlin, Germany","https://www.linkedin.com/jobs/view/4402112504","","linkedin","2026-04-16"
"Reflow","Full-Stack Data Platform Engineer","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4403111277","","linkedin","2026-04-16"
"Databricks","Senior Software Engineer - Backend","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4297744055","","linkedin","2026-04-16"
"marta","Senior Full Stack Engineer (m/w/d)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4400175836","","linkedin","2026-04-16"
"Reflow","Lead Full Stack Developer","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4403109351","","linkedin","2026-04-16"
"ehotel®","Software Developer (m/w/d)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4399973578","","linkedin","2026-04-15"
"Buena","Engineering Intern (m/f/d)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4401468229","","linkedin","2026-04-15"
"ehotel AG","Software Developer (m/w/d)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=1439273619a904e3","","indeed","2026-04-15"
"idealo internet","Full-Stack Engineer- Java/HTML/CSS3 (m/w/d) - Whitelabels","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=109e99ba6ffc2357","fulltime","indeed","2026-04-15"
"SAP","Working Student (f/m/d) - AI Powered Developer Tools","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=bb4b197fa360071d","parttime","indeed","2026-04-15"
"ML!PA Consulting GmbH","Senior Software Developer (m/f/d)","Berlin-Friedrichshain, BE, DE","https://de.indeed.com/viewjob?jk=a2f3dd1a222a208f","fulltime","indeed","2026-04-15"
"idealo internet GmbH","Full-Stack Engineer- Java/HTML/CSS3 (m/w/d) - Whitelabels","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4401424861","","linkedin","2026-04-15"
"Digital Charging Solutions GmbH","Platform Engineer (f/m/d)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=e774c05e1dfb53a9","fulltime","indeed","2026-04-15"
"Workato","Senior Infrastructure Engineer (Platform engineering)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=b6b3d22a494ba6cc","","indeed","2026-04-15"
"MOTOR Ai","Senior DevOps Engineer (m/f/d) Hybrid Infrastructure","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=6705e46c53adeb4a","","indeed","2026-04-15"
"Westernacher Solutions","DevOps Engineer (w/m/d)","Berlin, Germany","https://www.linkedin.com/jobs/view/4402600439","","linkedin","2026-04-15"
"Decentralized Masters","DevOps Security Engineer","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4402521162","","linkedin","2026-04-15"
"Cloover","Staff Software Engineer (on-site)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=4e3d9d97cb305bbb","fulltime","indeed","2026-04-15"
"K-tronik GmbH","System Engineer (m/w/x)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4399983073","","linkedin","2026-04-15"
"Deutsche Bank","Lead Java/Kotlin Engineer (f/m/x) – Statements","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=8386180c6a4e47e7","fulltime","indeed","2026-04-15"
"Coralogix","Senior Backend Engineer – OpenTelemetry","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=7c0d3ee8b9b5b03f","fulltime","indeed","2026-04-15"
"Almedia","Backend Engineer (Node.js)","Berlin, Germany","https://www.linkedin.com/jobs/view/4341563270","","linkedin","2026-04-15"
"H2U aqua.plan.Ing-GmbH","Fullstack Developer (all genders)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4402506568","","linkedin","2026-04-15"
"Decentralized Masters","DevOps Security Engineer","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=82c4545d611d49e7","fulltime","indeed","2026-04-15"
"TRAIDE AI","AI Associate (f/m/x) (B2B SaaS Startup) - Intern/Working Student","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=db8e396a2beac697","fulltime","indeed","2026-04-15"
"","Growth Engineer","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=b71ec76023036f5d","fulltime","indeed","2026-04-15"
"Deutsche Bank","Senior Java Engineer (f/m/x) – Process Automation Commercial Banking","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4391518478","","linkedin","2026-04-15"
"Audatic","Software Engineer (Python)","Berlin, Germany","https://www.linkedin.com/jobs/view/4401711774","","linkedin","2026-04-14"
"Pandata","Full Stack Developer","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=58b0bf43ceb02830","","indeed","2026-04-14"
"HERE Technologies","Senior DevOps Engineer- SDK team","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=f2a11f3cfc9e75ca","fulltime","indeed","2026-04-14"
"Enpal","Staff Mobile Engineer - (m/f/d)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=61f7d8ccbe8fabab","fulltime","indeed","2026-04-14"
"Flip","Initiative Application","Berlin, Germany","https://www.linkedin.com/jobs/view/4082229620","","linkedin","2026-04-14"
"Deutsche Bank","Senior DevOps Engineer (f/m/x) – Trade Finance & Lending","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=ba21b24b6c4ceb94","fulltime","indeed","2026-04-14"
"ABOUT YOU SE & Co. KG","Senior Platform Engineer - AWS - Commerce Cloud Platform (all genders)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=80566f8feded74fe","fulltime","indeed","2026-04-14"
"Integral","Senior DevOps Engineer (f/m/d)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4399764701","","linkedin","2026-04-14"
"Mindrift","DevOps Engineer (Automation Systems) - Freelance AI Trainer","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4399793797","","linkedin","2026-04-14"
"STARK","Embedded Software Engineer","Berlin, Germany","https://www.linkedin.com/jobs/view/4401787942","","linkedin","2026-04-14"
"DigitalService","Platform Engineer (all genders)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4400777104","","linkedin","2026-04-14"
"Solactive AG","Site Reliability Engineer (m/f/d)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4399738422","","linkedin","2026-04-14"
"THRYVE","Senior Software Engineer","Berlin, Germany","https://www.linkedin.com/jobs/view/4401751942","","linkedin","2026-04-14"
"Fynbiz","Principal Software Engineer - Backend (m/w/d)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4399719228","","linkedin","2026-04-14"
"Fynbiz","(Senior) Software Engineer - Backend (m/w/d)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4399726227","","linkedin","2026-04-14"
"Deutsche Bank","Senior DevOps Engineer (f/m/x) – Trade Finance & Lending","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4402006282","","linkedin","2026-04-14"
"Scalable Capital","(Senior) Cloud Site Reliability Engineer (Network) (m/f/x)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4400737232","","linkedin","2026-04-14"
"BeCon","Linux / Open-Source System Engineer (m/w/d)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4401789119","","linkedin","2026-04-14"
"IMAGO","Senior System Administrator & Infrastructure Engineer (f/m/d)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4391869179","","linkedin","2026-04-14"
"Johannesstift Diakonie","Infrastructure Engineer | Teamlead Data-Center | 80% Remote","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4401714973","","linkedin","2026-04-14"
"Mercor","Systems Engineer - AI CLI Tools","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4400030294","","linkedin","2026-04-14"
"Riot Games","Senior Systems Engineer","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4397057658","","linkedin","2026-04-14"
"Langdock","Support Engineer","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4389203084","","linkedin","2026-04-14"
"ALTEN Germany","Systems Engineer für Kommunikationssysteme in FCAS (all gender)","Berlin, Germany","https://www.linkedin.com/jobs/view/4353128863","","linkedin","2026-04-14"
"ABOUT YOU SE & Co. KG","Senior PHP Engineer - IT - Dev Team (all genders)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=8198bfb693ca0e21","fulltime","indeed","2026-04-14"
"ABOUT YOU SE & Co. KG","Senior PHP Engineer - IT - Dev Team (all genders)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=9b7749ffe1b532a7","fulltime","indeed","2026-04-14"
"YPOG","Full-Stack Developer (m/w/d)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4402014298","","linkedin","2026-04-14"
"Instaffo","Junior Full Stack Developer (m/w/d)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4389431257","","linkedin","2026-04-14"
"Optimus Search","Full Stack Engineer","Berlin, Germany","https://www.linkedin.com/jobs/view/4399750012","","linkedin","2026-04-14"
"Sonia","Senior Full Stack Engineer (all) - TypeScript","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4399733421","","linkedin","2026-04-14"
"Xsolla","Unreal 5 Technical Artist - Black Ember Games","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=b45cc1ee81cdb9a3","fulltime","indeed","2026-04-14"
"atolls","Senior Data Analyst","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=59d42c82bce6fec9","","indeed","2026-04-14"
"Agora Think Tanks gGmbH","AI Capability and Technical Lead (f/m/d)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=3bca7898211aaf2a","parttime, fulltime","indeed","2026-04-14"
"Mercor","Python Engineer & AI Expert","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4400038321","","linkedin","2026-04-14"
"ZABEL","Senior Full-Stack-Developer (m/w/d)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4401740595","","linkedin","2026-04-14"
"CBTW","Java Developer (m/w/d)","Berlin, Germany","https://www.linkedin.com/jobs/view/4401746699","","linkedin","2026-04-14"
"Enpal","Business Engineering Internship (w/m/d)","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4401061852","","linkedin","2026-04-13"
"Sonova Group","Deep Learning Engineer (m/f/d) - Audatic","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4401334343","","linkedin","2026-04-13"
"ALTEN Germany","Embedded Software Developer C/C++ (all gender) – Defence","Berlin, Germany","https://www.linkedin.com/jobs/view/4399503752","","linkedin","2026-04-13"
"Sonova Group","Software Engineer (m/f/d) - Audatic","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4401339009","","linkedin","2026-04-13"
"endava","Senior DevOps Engineer - Berlin","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=e1c9feb942af421b","fulltime","indeed","2026-04-13"
"DigitalService GmbH des Bundes","Platform Engineer (all genders)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=1005040ac013d6a7","","indeed","2026-04-13"
"ABOUT YOU SE & Co. KG","Senior DevSecOps Engineer - Pay IT (all genders)","Berlin, BE, DE","https://de.indeed.com/viewjob?jk=8fd082cfefe4fbe2","fulltime","indeed","2026-04-13"
"THRYVE","Senior DevOps Engineer","Berlin, Germany","https://www.linkedin.com/jobs/view/4401328117","","linkedin","2026-04-13"
"DKB | Deutsche Kreditbank AG","DevOps Engineer","Berlin, Berlin, Germany","https://www.linkedin.com/jobs/view/4394698892","","linkedin","2026-04-13"
"Optimus Search","Senior Software Test Engineer / QA","Berlin, Germany","https://www.linkedin.com/jobs/view/4399545950","","linkedin","2026-04-13"
"TAWO","AI Software Engineer (m/w/d)","Berlin, Germany","https://www.linkedin.com/jobs/view/4399518619","","linkedin","2026-04-13"
